Collab_ID,Brand_ID,Creator_ID,Campaign_Start,Campaign_End,Budget_Spent,Impressions,Clicks,CTR,Conversions,CVR,is_success
CB_00761,BR_00068,CR_TK_077,2025-10-05,2025-10-19,11400000,11341,151,1.34,0,0.53,N
CB_00762,BR_00007,CR_YT_170,2024-04-02,2024-05-02,3900000,2468,97,3.97,3,3.85,Y
CB_00763,BR_00040,CR_TK_131,2024-03-08,2024-04-07,3200000,70521,3258,4.62,67,2.06,Y
CB_00764,BR_00044,CR_TK_061,2024-06-28,2024-07-28,1800000,882,14,1.64,0,3.58,Y
CB_00765,BR_00021,CR_YT_213,2024-05-01,2024-07-30,3700000,2140328,69560,3.25,1878,2.7,Y
CB_00766,BR_00090,CR_YT_144,2024-09-12,2024-09-26,21100000,194481,5406,2.78,169,3.14,Y
CB_00767,BR_00018,CR_TK_151,2025-01-25,2025-03-26,300000,1943,20,1.08,0,2.91,Y
CB_00768,BR_00047,CR_TK_177,2025-03-27,2025-06-25,4000000,776831,8389,1.08,186,2.22,N
CB_00769,BR_00086,CR_YT_291,2024-12-18,2025-01-17,26500000,2994,38,1.28,0,0.97,N
CB_00770,BR_00039,CR_TK_047,2025-02-07,2025-03-09,1000000,3037,146,4.84,1,1.19,Y
CB_00771,BR_00082,CR_YT_165,2024-10-26,2024-11-09,13000000,54721,1630,2.98,43,2.68,Y
CB_00772,BR_00076,CR_YT_214,2024-06-22,2024-07-22,18800000,37885,803,2.12,18,2.32,Y
CB_00773,BR_00004,CR_YT_251,2024-11-22,2024-12-22,500000,548570,12233,2.23,253,2.07,Y
CB_00774,BR_00056,CR_YT_173,2024-02-11,2024-03-12,1600000,68847,1948,2.83,15,0.78,N
CB_00775,BR_00071,CR_YT_017,2024-05-13,2024-08-11,1600000,21756,480,2.21,5,1.2,N
CB_00776,BR_00061,CR_YT_195,2025-02-01,2025-02-15,13500000,65969,1649,2.5,29,1.78,N
CB_00777,BR_00066,CR_TK_138,2025-03-10,2025-05-09,11600000,11346,270,2.38,3,1.42,N
CB_00778,BR_00025,CR_YT_251,2024-10-15,2024-11-14,300000,711789,26265,3.69,871,3.32,Y
CB_00779,BR_00066,CR_TK_159,2024-04-26,2024-05-10,12800000,504917,7220,1.43,54,0.76,N
CB_00780,BR_00048,CR_YT_034,2024-06-06,2024-09-04,3200000,66802,2972,4.45,15,0.53,N
CB_00781,BR_00002,CR_TK_078,2024-12-15,2025-03-15,1100000,11678,567,4.86,22,3.89,Y
CB_00782,BR_00081,CR_TK_148,2024-12-04,2024-12-18,21800000,46608,722,1.55,26,3.71,Y
CB_00783,BR_00011,CR_YT_096,2024-04-03,2024-04-17,1000000,32621,629,1.93,4,0.67,N
CB_00784,BR_00011,CR_YT_199,2024-11-24,2025-02-22,1600000,2216795,84903,3.83,1893,2.23,Y
CB_00785,BR_00091,CR_YT_096,2025-04-25,2025-05-25,71500000,27457,1219,4.44,24,2.05,Y
CB_00786,BR_00065,CR_YT_004,2024-03-22,2024-04-21,17100000,2011,90,4.51,2,2.51,N
CB_00787,BR_00025,CR_TK_059,2024-05-06,2024-05-20,400000,5548,223,4.03,2,1.3,Y
CB_00788,BR_00051,CR_TK_026,2025-08-29,2025-09-28,2900000,1653,35,2.14,0,1.99,Y
CB_00789,BR_00045,CR_TK_077,2024-09-03,2024-12-02,1500000,12275,457,3.73,6,1.49,N
CB_00790,BR_00021,CR_YT_034,2024-03-04,2024-03-18,2500000,73422,910,1.24,28,3.14,Y
CB_00791,BR_00056,CR_YT_041,2025-04-01,2025-04-15,1900000,47731,1083,2.27,34,3.2,Y
CB_00792,BR_00047,CR_TK_058,2025-09-12,2025-09-26,4000000,1563,35,2.28,0,1.75,N
CB_00793,BR_00062,CR_YT_190,2025-05-26,2025-06-25,23900000,751388,37569,5.0,439,1.17,Y
CB_00794,BR_00076,CR_YT_088,2024-02-13,2024-03-14,11800000,152336,3503,2.3,115,3.29,Y
CB_00795,BR_00052,CR_YT_238,2025-04-20,2025-06-19,1600000,11839,300,2.54,11,3.82,Y
CB_00796,BR_00018,CR_TK_104,2024-11-20,2025-01-19,600000,9394,244,2.6,1,0.55,N
CB_00797,BR_00085,CR_TK_164,2024-06-25,2024-07-25,20800000,79544,1097,1.38,20,1.87,N
CB_00798,BR_00020,CR_YT_139,2024-12-11,2025-01-10,800000,33843,747,2.21,28,3.84,Y
CB_00799,BR_00071,CR_YT_143,2024-08-21,2024-09-20,3800000,92946,2537,2.73,96,3.82,Y
CB_00800,BR_00021,CR_YT_250,2024-03-02,2024-04-01,3800000,2635,60,2.29,1,2.17,Y
CB_00801,BR_00038,CR_YT_073,2024-08-28,2024-11-26,3300000,112349,2999,2.67,16,0.55,N
CB_00802,BR_00040,CR_TK_024,2024-06-11,2024-07-11,3200000,6915,188,2.72,1,0.93,N
CB_00803,BR_00017,CR_YT_272,2024-10-15,2024-11-14,600000,243,10,4.46,0,1.79,Y
CB_00804,BR_00061,CR_YT_033,2024-01-19,2024-03-19,9200000,1016,48,4.78,1,2.91,Y
CB_00805,BR_00041,CR_TK_025,2025-05-02,2025-06-01,2600000,75262,1746,2.32,20,1.18,N
CB_00806,BR_00017,CR_TK_195,2024-11-25,2025-02-23,700000,1504,50,3.37,0,1.33,N
CB_00807,BR_00032,CR_YT_251,2025-07-30,2025-09-28,1500000,606301,27404,4.52,504,1.84,Y
CB_00808,BR_00019,CR_TK_020,2024-11-25,2024-12-09,2800000,32245,1483,4.6,56,3.82,Y
CB_00809,BR_00094,CR_YT_137,2024-03-09,2024-05-08,59500000,13218,539,4.08,16,2.99,Y
CB_00810,BR_00047,CR_TK_135,2024-03-01,2024-04-30,2600000,72930,1684,2.31,57,3.39,Y
CB_00811,BR_00062,CR_YT_288,2024-05-29,2024-06-28,28100000,95047,2148,2.26,77,3.59,Y
CB_00813,BR_00095,CR_TK_154,2024-07-18,2024-10-16,78000000,8422,350,4.16,6,1.98,N
CB_00814,BR_00002,CR_YT_153,2024-09-24,2024-10-24,1300000,3147,113,3.61,3,3.17,Y
CB_00815,BR_00011,CR_YT_189,2025-04-21,2025-05-21,2400000,151393,2467,1.63,50,2.05,Y
CB_00816,BR_00041,CR_YT_056,2024-10-07,2024-12-06,1800000,290844,8172,2.81,87,1.07,N
CB_00817,BR_00003,CR_YT_064,2024-02-23,2024-03-24,1800000,4656,105,2.26,3,3.02,Y
CB_00818,BR_00071,CR_YT_014,2025-10-05,2025-12-04,4500000,161581,3732,2.31,128,3.43,Y
CB_00819,BR_00005,CR_TK_030,2024-10-16,2024-11-15,3500000,2513772,113873,4.53,797,0.7,N
CB_00820,BR_00092,CR_TK_066,2024-05-15,2024-07-14,24200000,17209,277,1.61,6,2.33,Y
CB_00821,BR_00092,CR_YT_121,2024-04-04,2024-05-04,79600000,42351,1122,2.65,35,3.13,Y
CB_00822,BR_00064,CR_YT_206,2025-07-12,2025-07-26,16700000,976064,25182,2.58,261,1.04,Y
CB_00823,BR_00012,CR_TK_117,2024-07-31,2024-09-29,900000,2021,90,4.47,1,1.3,N
CB_00824,BR_00008,CR_TK_031,2025-07-25,2025-08-08,1100000,14652,278,1.9,1,0.65,N
CB_00825,BR_00029,CR_TK_089,2024-08-26,2024-09-25,1300000,8763,199,2.28,3,1.86,Y
CB_00826,BR_00082,CR_TK_044,2025-02-09,2025-02-23,15900000,34284,373,1.09,11,3.0,Y
CB_00827,BR_00054,CR_YT_282,2024-03-10,2024-03-24,700000,26965,517,1.92,11,2.22,N
CB_00828,BR_00045,CR_TK_060,2024-03-23,2024-06-21,5200000,133375,5761,4.32,108,1.89,N
CB_00829,BR_00020,CR_YT_275,2024-01-08,2024-04-07,1400000,225127,6843,3.04,72,1.06,N
CB_00830,BR_00026,CR_TK_087,2025-09-14,2025-10-14,1600000,1437,29,2.04,0,0.92,N
CB_00831,BR_00037,CR_YT_232,2024-01-30,2024-03-30,3700000,1466,44,3.05,0,1.92,Y
CB_00832,BR_00024,CR_YT_058,2024-02-12,2024-04-12,1700000,37290,1678,4.5,20,1.2,N
CB_00833,BR_00073,CR_TK_077,2024-11-01,2024-12-01,8900000,11619,283,2.44,1,0.69,N
CB_00834,BR_00081,CR_YT_118,2025-08-03,2025-09-02,12700000,36498,383,1.05,13,3.4,Y
CB_00835,BR_00043,CR_YT_106,2025-05-26,2025-07-25,1900000,10051,257,2.56,8,3.14,Y
CB_00836,BR_00063,CR_YT_246,2025-07-28,2025-10-26,9600000,1242799,55055,4.43,754,1.37,N
CB_00837,BR_00079,CR_YT_055,2024-01-01,2024-01-15,6900000,5893,282,4.79,10,3.76,Y
CB_00838,BR_00039,CR_YT_228,2025-01-25,2025-04-25,3000000,11070,273,2.47,7,2.76,Y
CB_00839,BR_00055,CR_TK_080,2025-01-16,2025-01-30,2400000,297029,6504,2.19,40,0.62,N
CB_00840,BR_00016,CR_YT_155,2024-05-25,2024-06-24,1000000,4800,236,4.93,8,3.7,Y
CB_00841,BR_00016,CR_TK_171,2025-10-13,2025-10-27,1500000,194148,3300,1.7,29,0.89,N
CB_00842,BR_00093,CR_YT_121,2025-04-11,2025-07-10,60300000,38946,424,1.09,10,2.47,Y
CB_00844,BR_00060,CR_YT_212,2024-06-28,2024-07-12,500000,260181,3252,1.25,103,3.19,N
CB_00845,BR_00036,CR_TK_064,2024-10-15,2024-12-14,1100000,19688,724,3.68,28,3.87,Y
CB_00846,BR_00025,CR_YT_121,2025-04-03,2025-04-17,1000000,26953,875,3.25,30,3.5,Y
CB_00847,BR_00072,CR_TK_188,2025-05-15,2025-06-14,17700000,1612,34,2.15,0,0.81,N
CB_00848,BR_00048,CR_YT_234,2025-04-28,2025-07-27,1400000,4255512,105962,2.49,2574,2.43,Y
CB_00849,BR_00019,CR_YT_165,2025-10-16,2025-11-15,2400000,39542,984,2.49,38,3.94,Y
CB_00850,BR_00099,CR_YT_150,2024-05-31,2024-07-30,78700000,294912,14303,4.85,114,0.8,N
CB_00851,BR_00033,CR_TK_154,2024-05-20,2024-06-19,5400000,12482,349,2.8,8,2.39,Y
CB_00852,BR_00088,CR_YT_085,2024-02-13,2024-03-14,10300000,1176772,41187,3.5,1070,2.6,Y
CB_00853,BR_00070,CR_TK_024,2024-06-12,2024-09-10,5800000,7707,140,1.82,4,2.93,Y
CB_00855,BR_00033,CR_TK_179,2025-07-17,2025-08-16,4600000,34280,1422,4.15,31,2.21,Y
CB_00857,BR_00045,CR_TK_084,2025-02-21,2025-03-07,2400000,195374,3165,1.62,92,2.93,Y
CB_00858,BR_00097,CR_YT_097,2024-01-01,2024-03-31,38200000,971143,45255,4.66,1325,2.93,N
CB_00859,BR_00040,CR_YT_124,2025-02-19,2025-03-21,3900000,6312,87,1.39,2,3.35,Y
CB_00860,BR_00004,CR_YT_009,2024-02-01,2024-03-02,500000,115760,4746,4.1,35,0.75,N
CB_00861,BR_00033,CR_YT_232,2024-05-01,2024-06-30,5500000,1480,15,1.04,0,2.59,Y
CB_00862,BR_00044,CR_YT_199,2025-01-18,2025-02-17,1800000,1875547,87775,4.68,2387,2.72,Y
CB_00863,BR_00076,CR_YT_022,2025-05-18,2025-06-01,13200000,130177,2629,2.02,56,2.16,Y
CB_00864,BR_00050,CR_TK_086,2025-07-05,2025-07-19,1600000,14154,639,4.52,24,3.82,Y
CB_00865,BR_00088,CR_YT_252,2024-01-28,2024-03-28,4600000,19646,907,4.62,19,2.16,N
CB_00866,BR_00070,CR_YT_048,2024-03-25,2024-04-24,13000000,160784,7540,4.69,157,2.09,Y
CB_00867,BR_00096,CR_YT_173,2024-09-04,2024-12-03,61400000,28254,632,2.24,20,3.22,Y
CB_00868,BR_00058,CR_YT_111,2025-09-20,2025-11-19,1500000,14889,501,3.37,14,2.86,N
CB_00869,BR_00004,CR_TK_179,2025-06-02,2025-08-01,500000,19352,406,2.1,10,2.48,Y
CB_00870,BR_00069,CR_TK_035,2024-02-19,2024-03-20,14800000,847092,25073,2.96,917,3.66,Y
CB_00871,BR_00038,CR_TK_138,2024-06-15,2024-06-29,1600000,15092,217,1.44,2,1.04,N
CB_00872,BR_00010,CR_YT_102,2025-05-08,2025-07-07,2500000,47076,1873,3.98,52,2.79,Y
CB_00873,BR_00023,CR_TK_096,2025-01-20,2025-02-03,2000000,235531,10504,4.46,266,2.54,Y
CB_00874,BR_00064,CR_YT_118,2025-03-31,2025-04-14,8500000,45017,1782,3.96,67,3.81,Y
CB_00875,BR_00073,CR_YT_013,2025-03-24,2025-05-23,5100000,183617,1983,1.08,46,2.34,N
CB_00876,BR_00089,CR_YT_189,2025-10-12,2026-01-10,9200000,167665,3554,2.12,87,2.45,Y
CB_00877,BR_00055,CR_YT_035,2024-03-07,2024-03-21,2400000,24940,606,2.43,11,1.9,Y
CB_00878,BR_00032,CR_TK_165,2024-05-20,2024-06-03,500000,66183,1158,1.75,13,1.19,Y
CB_00879,BR_00085,CR_YT_280,2025-01-17,2025-04-17,13400000,257780,10723,4.16,123,1.15,N
CB_00880,BR_00053,CR_YT_060,2025-07-27,2025-08-10,1600000,12217,186,1.53,5,2.96,Y
CB_00881,BR_00002,CR_YT_191,2024-03-02,2024-05-31,3000000,29502,1079,3.66,27,2.55,Y
CB_00883,BR_00061,CR_YT_245,2025-05-05,2025-06-04,5700000,1147,40,3.53,0,2.39,Y
CB_00884,BR_00010,CR_YT_075,2024-05-10,2024-08-08,2000000,904201,26312,2.91,1041,3.96,Y
CB_00885,BR_00010,CR_YT_290,2024-06-17,2024-07-17,4100000,83190,2911,3.5,110,3.78,Y
CB_00886,BR_00034,CR_YT_209,2024-03-02,2024-05-01,1000000,34393,887,2.58,10,1.17,N
CB_00887,BR_00093,CR_TK_177,2025-01-17,2025-03-18,46000000,1106072,21015,1.9,773,3.68,Y
CB_00888,BR_00062,CR_TK_015,2025-06-05,2025-08-04,21300000,4476,72,1.63,1,2.6,Y
CB_00889,BR_00037,CR_YT_255,2024-03-17,2024-05-16,3700000,767197,24933,3.25,740,2.97,Y
CB_00890,BR_00100,CR_YT_075,2025-10-18,2025-11-01,43500000,634469,18145,2.86,602,3.32,N
CB_00892,BR_00050,CR_TK_088,2025-08-26,2025-11-24,2600000,332671,12109,3.64,303,2.51,Y
CB_00893,BR_00061,CR_YT_173,2024-04-03,2024-06-02,17200000,56143,1948,3.47,14,0.72,N
CB_00894,BR_00081,CR_YT_138,2024-10-04,2024-11-03,21400000,2016280,94966,4.71,1547,1.63,Y
CB_00895,BR_00031,CR_YT_290,2024-07-14,2024-08-13,4100000,62332,1458,2.34,41,2.87,Y
CB_00896,BR_00036,CR_YT_136,2025-09-04,2025-11-03,2000000,294000,10143,3.45,329,3.25,Y
CB_00897,BR_00099,CR_TK_053,2024-10-29,2024-11-28,79600000,915288,29014,3.17,470,1.62,N
CB_00898,BR_00060,CR_YT_298,2025-06-16,2025-07-16,200000,69080,1499,2.17,20,1.36,N
CB_00899,BR_00077,CR_TK_105,2025-10-10,2025-11-09,13400000,106217,3175,2.99,43,1.36,N
CB_00900,BR_00062,CR_TK_068,2024-10-04,2025-01-02,17300000,466,9,2.02,0,0.75,N
CB_00901,BR_00016,CR_TK_195,2025-01-20,2025-04-20,1700000,1019,17,1.76,0,3.77,Y
CB_00902,BR_00064,CR_YT_233,2025-07-17,2025-10-15,22400000,2997,80,2.68,1,1.43,Y
CB_00903,BR_00055,CR_TK_022,2025-05-16,2025-08-14,1700000,6575,147,2.25,1,0.99,N
CB_00904,BR_00016,CR_YT_186,2024-02-25,2024-03-10,1500000,77685,2478,3.19,35,1.44,N
CB_00905,BR_00013,CR_TK_174,2025-03-09,2025-04-08,1100000,1298559,16102,1.24,143,0.89,N
CB_00906,BR_00080,CR_TK_069,2024-10-10,2024-11-09,19600000,80117,2780,3.47,69,2.5,Y
CB_00907,BR_00035,CR_TK_176,2025-07-19,2025-08-18,4800000,138315,4439,3.21,71,1.61,N
CB_00908,BR_00029,CR_YT_088,2025-01-27,2025-02-26,900000,55047,902,1.64,22,2.5,Y
CB_00909,BR_00079,CR_TK_199,2024-10-03,2024-12-02,3300000,1747,45,2.63,0,1.35,N
CB_00910,BR_00079,CR_YT_085,2024-06-26,2024-07-26,4500000,419081,15422,3.68,311,2.02,Y
CB_00911,BR_00077,CR_TK_135,2025-01-30,2025-03-31,14200000,37729,501,1.33,14,2.99,Y
CB_00912,BR_00057,CR_YT_077,2025-01-28,2025-04-28,2400000,225,9,4.06,0,1.22,N
CB_00913,BR_00087,CR_YT_252,2025-03-23,2025-06-21,16500000,10075,305,3.03,5,1.86,Y
CB_00914,BR_00057,CR_TK_011,2024-07-29,2024-08-28,1100000,1625,70,4.35,2,2.89,Y
CB_00915,BR_00022,CR_TK_104,2025-02-17,2025-03-19,1800000,7018,147,2.1,4,3.0,Y
CB_00916,BR_00030,CR_YT_195,2025-09-06,2025-11-05,1300000,103029,3348,3.25,92,2.76,Y
CB_00917,BR_00009,CR_YT_232,2024-01-23,2024-03-23,900000,1085,11,1.08,0,2.03,Y
CB_00918,BR_00058,CR_TK_166,2025-03-10,2025-03-24,2600000,15217,316,2.08,11,3.69,Y
CB_00919,BR_00034,CR_YT_246,2024-06-10,2024-07-10,1500000,900595,27648,3.07,652,2.36,Y
CB_00920,BR_00026,CR_TK_134,2024-02-07,2024-04-07,1600000,10434,141,1.36,5,3.71,Y
CB_00921,BR_00012,CR_TK_016,2025-07-20,2025-08-03,1100000,423510,8554,2.02,87,1.02,N
CB_00922,BR_00019,CR_TK_140,2025-03-22,2025-04-21,3900000,1204,31,2.64,0,1.08,N
CB_00923,BR_00009,CR_YT_119,2024-04-04,2024-07-03,400000,629735,26071,4.14,1001,3.84,Y
CB_00924,BR_00095,CR_YT_091,2024-10-22,2025-01-20,55300000,13028,217,1.67,1,0.56,N
CB_00925,BR_00026,CR_TK_009,2024-03-19,2024-04-02,2600000,63933,2640,4.13,62,2.37,N
CB_00926,BR_00100,CR_YT_237,2025-07-20,2025-08-19,65400000,32192,1522,4.73,20,1.36,N
CB_00927,BR_00002,CR_YT_167,2024-06-24,2024-07-24,2300000,9226,278,3.02,1,0.7,N
CB_00928,BR_00018,CR_YT_086,2024-02-19,2024-04-19,200000,21759,968,4.45,33,3.42,Y
CB_00929,BR_00074,CR_TK_101,2024-10-12,2024-12-11,5200000,91741,1321,1.44,18,1.37,N
CB_00930,BR_00082,CR_TK_011,2024-02-13,2024-02-27,24900000,1799,38,2.15,0,2.35,N
CB_00931,BR_00063,CR_TK_047,2025-02-08,2025-05-09,13600000,1889,58,3.1,2,3.87,Y
CB_00932,BR_00067,CR_YT_182,2025-09-12,2025-12-11,13200000,10388,416,4.01,9,2.33,Y
CB_00933,BR_00053,CR_YT_086,2025-05-30,2025-07-29,1300000,18299,236,1.29,9,3.98,Y
CB_00934,BR_00039,CR_YT_060,2025-09-10,2025-11-09,1700000,15225,167,1.1,3,2.21,Y
CB_00935,BR_00097,CR_YT_009,2024-08-08,2024-10-07,37400000,215352,6029,2.8,154,2.57,N
CB_00936,BR_00098,CR_TK_084,2024-05-23,2024-06-22,43900000,107444,4942,4.6,180,3.66,Y
CB_00937,BR_00033,CR_YT_250,2025-02-12,2025-04-13,4500000,4128,75,1.82,0,0.96,N
CB_00938,BR_00007,CR_YT_126,2024-05-29,2024-06-12,1900000,23806,680,2.86,12,1.85,N
CB_00939,BR_00084,CR_TK_147,2025-03-19,2025-04-02,13600000,123735,3773,3.05,81,2.17,Y
CB_00940,BR_00062,CR_YT_035,2024-12-26,2025-01-25,11500000,24471,406,1.66,16,3.97,Y
CB_00941,BR_00019,CR_TK_082,2025-07-29,2025-08-28,1300000,3495,123,3.52,2,1.8,N
CB_00942,BR_00058,CR_YT_207,2024-12-08,2025-03-08,2700000,2155,46,2.14,0,0.68,N
CB_00943,BR_00067,CR_YT_300,2024-05-06,2024-07-05,13700000,367132,11234,3.06,317,2.83,Y
CB_00944,BR_00071,CR_TK_074,2025-08-02,2025-10-31,1800000,39950,1889,4.73,34,1.82,Y
CB_00945,BR_00085,CR_TK_066,2025-03-26,2025-04-25,10700000,39396,705,1.79,18,2.66,Y
CB_00946,BR_00036,CR_YT_202,2024-08-13,2024-08-27,700000,704,10,1.53,0,1.96,N
CB_00947,BR_00025,CR_YT_214,2024-06-04,2024-08-03,600000,41494,1933,4.66,9,0.5,N
CB_00948,BR_00009,CR_YT_084,2024-02-08,2024-03-09,1000000,9849,185,1.88,6,3.7,Y
CB_00949,BR_00022,CR_TK_174,2025-05-20,2025-06-03,1400000,1068112,49133,4.6,1306,2.66,Y
CB_00950,BR_00048,CR_TK_136,2025-04-25,2025-05-25,2500000,58347,2689,4.61,83,3.1,Y
CB_00951,BR_00081,CR_TK_041,2024-11-30,2025-02-28,11300000,84256,3260,3.87,75,2.32,Y
CB_00952,BR_00036,CR_TK_113,2025-08-31,2025-09-30,1100000,322696,9454,2.93,155,1.65,N
CB_00953,BR_00066,CR_YT_154,2025-05-25,2025-07-24,4300000,34667,1459,4.21,20,1.4,N
CB_00954,BR_00019,CR_YT_285,2024-08-16,2024-09-15,3900000,207419,9582,4.62,358,3.74,Y
CB_00955,BR_00090,CR_YT_278,2025-06-01,2025-07-01,15800000,611235,19987,3.27,309,1.55,Y
CB_00956,BR_00032,CR_YT_084,2025-09-30,2025-11-29,1600000,8877,363,4.1,13,3.74,Y
CB_00957,BR_00008,CR_YT_224,2025-02-19,2025-04-20,1400000,1294,14,1.12,0,3.78,Y
CB_00958,BR_00016,CR_YT_158,2024-08-29,2024-10-28,1500000,3920,189,4.83,4,2.56,Y
CB_00959,BR_00052,CR_YT_221,2024-08-28,2024-09-27,1900000,96196,2250,2.34,58,2.59,N
CB_00960,BR_00076,CR_YT_193,2024-03-25,2024-04-08,6600000,31400,323,1.03,7,2.39,Y
CB_00961,BR_00064,CR_TK_160,2024-04-04,2024-05-04,25800000,2135,36,1.71,0,0.97,N
CB_00962,BR_00047,CR_TK_048,2024-12-31,2025-03-31,1900000,673,15,2.24,0,0.85,N
CB_00963,BR_00075,CR_YT_043,2024-02-10,2024-05-10,8400000,1186337,49351,4.16,1796,3.64,Y
CB_00964,BR_00063,CR_YT_056,2024-09-30,2024-12-29,9700000,323108,4168,1.29,110,2.64,Y
CB_00965,BR_00018,CR_YT_034,2025-04-18,2025-07-17,500000,33575,1376,4.1,31,2.3,Y
CB_00966,BR_00064,CR_TK_011,2024-08-17,2024-09-16,7100000,3923,143,3.66,4,2.93,Y
CB_00967,BR_00058,CR_YT_184,2025-06-05,2025-07-05,2100000,16664,433,2.6,14,3.32,Y
CB_00968,BR_00031,CR_TK_107,2024-11-12,2024-12-12,1700000,1780,67,3.81,0,0.63,N
CB_00969,BR_00008,CR_TK_001,2024-04-30,2024-05-30,1300000,17494,279,1.6,2,0.76,N
CB_00970,BR_00099,CR_YT_171,2024-11-23,2025-02-21,44700000,27142,716,2.64,26,3.75,Y
CB_00971,BR_00086,CR_TK_183,2025-07-19,2025-10-17,12800000,147040,6734,4.58,188,2.8,Y
CB_00972,BR_00047,CR_YT_081,2025-02-04,2025-03-06,3000000,12562,547,4.36,18,3.31,Y
CB_00973,BR_00050,CR_YT_096,2025-05-24,2025-07-23,2100000,22435,861,3.84,14,1.63,N
CB_00974,BR_00018,CR_TK_118,2024-11-30,2025-01-29,400000,21666,868,4.01,30,3.54,Y
CB_00975,BR_00024,CR_YT_004,2024-06-17,2024-07-17,1100000,2623,129,4.95,1,1.02,N
CB_00976,BR_00018,CR_YT_123,2025-06-09,2025-09-07,400000,171544,3104,1.81,35,1.13,N
CB_00977,BR_00005,CR_TK_095,2024-01-10,2024-02-09,4000000,46084,1147,2.49,5,0.51,N
CB_00978,BR_00062,CR_TK_096,2025-05-28,2025-06-27,11900000,272556,9893,3.63,304,3.08,Y
CB_00979,BR_00065,CR_YT_141,2025-06-27,2025-08-26,16000000,676300,23332,3.45,615,2.64,N
CB_00980,BR_00056,CR_TK_095,2024-02-10,2024-04-10,1900000,38496,831,2.16,33,3.99,Y
CB_00981,BR_00059,CR_YT_023,2024-10-18,2024-11-17,500000,13674,664,4.86,4,0.72,N
CB_00982,BR_00054,CR_TK_176,2025-04-19,2025-07-18,1200000,309770,13444,4.34,172,1.28,N
CB_00983,BR_00034,CR_YT_154,2025-10-29,2025-11-12,3100000,37171,1234,3.32,23,1.88,N
CB_00984,BR_00001,CR_YT_272,2024-08-22,2024-09-05,600000,246,4,1.96,0,0.51,N
CB_00985,BR_00007,CR_TK_191,2024-03-18,2024-04-17,2700000,23542,1120,4.76,6,0.56,N
CB_00986,BR_00094,CR_TK_107,2025-10-17,2025-11-16,90700000,2166,64,2.99,1,2.53,Y
CB_00987,BR_00069,CR_TK_039,2025-07-19,2025-08-18,17900000,22550,1059,4.7,19,1.86,Y
CB_00988,BR_00093,CR_YT_169,2024-06-30,2024-09-28,58100000,6370,173,2.72,2,1.65,Y
CB_00989,BR_00032,CR_TK_185,2025-05-06,2025-05-20,500000,87202,3418,3.92,37,1.09,Y
CB_00990,BR_00038,CR_TK_044,2024-09-20,2024-11-19,1300000,40454,1585,3.92,28,1.77,N
CB_00991,BR_00098,CR_TK_178,2024-10-22,2024-11-21,80000000,3407,121,3.56,0,0.77,N
CB_00992,BR_00020,CR_TK_148,2024-05-04,2024-05-18,2900000,47477,1937,4.08,61,3.15,Y
CB_00993,BR_00035,CR_TK_195,2024-07-02,2024-07-16,4400000,1737,52,3.0,1,3.42,Y
CB_00994,BR_00069,CR_YT_239,2025-06-07,2025-06-21,13100000,6110485,252974,4.14,4427,1.75,Y
CB_00995,BR_00012,CR_YT_181,2024-06-29,2024-08-28,2200000,599606,11992,2.0,67,0.56,N
CB_00996,BR_00080,CR_TK_112,2024-03-29,2024-04-12,12700000,11334,350,3.09,10,2.91,Y
CB_00997,BR_00025,CR_YT_246,2025-10-08,2025-11-07,300000,1129147,47085,4.17,946,2.01,Y
CB_00998,BR_00066,CR_TK_098,2025-02-16,2025-03-18,5600000,13220,387,2.93,9,2.55,Y
CB_00999,BR_00090,CR_YT_035,2024-08-20,2024-10-19,18800000,16315,373,2.29,6,1.79,Y
CB_01000,BR_00006,CR_YT_019,2025-04-08,2025-05-08,1100000,52197,2583,4.95,97,3.77,Y
